review_content,sentiment
fresh and good quality. Thanks s lot.,Positive
good,Positive
I love this moisturizer ❤️❤️\nIt is light weight and it suits perfectly on my skin ❤️\nIt is suitable for oily acne prone skin💜\n,Positive
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,Negative
i order on but get another  this may be scammer,Negative
delivery vaneko date ma nagarne msg reply ni xaina saman ko size arkai arkai n ek choti laudai vuwa aayo dherai,Negative
herda ramro sunda chai bass dherai xa puls jack ali halliyo vane sunidaina ... but yettiko price maa 2 ota paunu ta thikai ho,Positive
Good product in this price for homely use. Didn’t get a clear image quality.,Positive
"I have some sort of mixed feelings for this. This one feels fair, but not the best one to me. Maybe this one is not as strong and durable as I had anticipated. It has the outer appearance as though it is made of sime cheap plastic material. But while stretching and bending the arms of the product, I can't decide whether it's some cheap plastic or other unbreakable plastic compound. Anyway, I'm afraid to handle it the way I like for fear of breaking it. To the seller: Can you verify what type of material it is? Is it that brittle?",Neutral
i like it,Positive
good packaging decent quality,Positive
Good,Positive
good product,Positive
good for the price,Positive
I just loved the quality. It was way better than expected.I'm so in love with this product.,Positive
dammi lagyo .,Positive
damaged one....whole ..\nnot in good condition..\ni did not returned cause it's needed....if i returned it will takes some days so...\n,Negative
"first of all seller is very friendly and cooperative. In 11:11 campaign, I can't believe I would have bought this shoes along with black shoes, sandals at unbeatable price of 2998. It is extraordinary",Positive
♥️,Positive
Got the product and it looks as good as the picture shown above. Build quality is decent and delivery was on time.,Positive
i have recommended black but this is good looking by saying others 😆 thank you,Positive
"i said for 6 cm but you send 5 cm but wrote 7 size in it, i have already told you size of ring befor order in chat",Negative
Good,Positive
"I got the product as mentioned and as shown in the picture . if you guys are confused  whether to take it or not then I think you should go for it , this item is so comfortably fitted 😇",Positive
Good in quality and warm for your pet in winter.. worth buying it. I'm loving it so do my dog🐕🧣💞,Positive
finally yo shampoo paye thank you Daraz nice product,Positive
I am satisfied\nthe prints are also good and the quality is also great,Positive
Design rw build tw thikai ho twrw size chai lastai sano vo yrr vai lai diyey mailey tw hyaa!,Negative
eak dam ramro xa hai,Positive
color is beautiful. size is ok but thinner than expected.,Positive
"Good product,color doesn’t match..overall it’s good.",Positive
great quality and well build perfect for winter..,Positive
"As we can choose the model of the phone, it would be better to put the option to choose the color also while ordering the product.",Neutral
"At least, give reply in the Q&A section or in the CHAT section where question about the product is asked.",Neutral
Good product. Water remain hot for long time.,Positive
"Best for the music who loves bass,loved it according to the budget .....",Positive
best products only 690 for 1 kg,Positive
i am happy with this product. Thankyou,Positive
I love the product,Positive
genuine products i love it ❤️❤️,Positive
all items is good no damages  excellent i'm very satisfaction for all items of Big mart and thank daraz.com you are way to make happy for all customer to connected to love one there i nepal  from muscat,Positive
good for beginners price should be between 300400 only because it is local flute and we can get like this flute in 200 in market easily,Positive
disgusting product daraz doesn't work 😡😡,Negative
Good but not better \n\n1) Base loosely tightened \n2) Boiling response is slow,Neutral
fine,Positive
3 hour suruma chalx ani 1 hrs chalx,Negative
Didn’t match with original  product,Negative
Best product,Positive
Got the set in a great condition and it looks great and Thank you for the freebies.Would buy more in the future...Perfect,Positive
Cute as the name says. Product chanhi soche vanda ramro aayo. Thanks ANX.,Positive
Delightful from this product.,Positive
Good product. Fully satisfied.,Positive
I think this is a most intelligent seller in the Daraz. It  sends wonderful item different than shown in the picture. We must buy its item with joy. Since it surprises us.,Negative
Daraz ko saman received garne taumai unboxing garda futeko raixa so refund.....,Negative
Dami xa kta ho kinda hunxa😚🔥,Positive
Great quality.Ordering more..,Positive
"Bigrine saman Cha, waste of money",Negative
book ramro xa but mero ma pg 135 dekhi 512 samma gayev raixa and 512 dekhi last samma book nai double xa \nreturn mageko xu \n\nferi order garda ramro rw complete aahoss,Negative
gajab,Positive
Don’t buy 3gm ko 99 + delivery charge \n5 time costy,Negative
Aiwibi daiper is best for baby😊,Positive
"Bekar ma kineko , kineko din Mai watch ko pin niskyo Ani tauko paxadi ko pani  loose xa . Don't buy if you don't want to waste your money.",Negative
decent,Positive
Dumb I placed the blue plain one and what I got was this shit,Negative
Fittings dammi xa best quality product,Positive
bad customer service.  product isn't even working. estae estae company le garda daraz ko naam kharab hunxa. too frustrating,Negative
good performance,Positive
dami xa dami sathiko lagi magako afai use gariyo 🤣🤣😂,Positive
Helpful for kids,Positive
i loved it. the book was on time and the quality was also good,Positive
Fare better than mamy poko pants. अरुमा जस्तो पिसब एकै ठाउमा जमेर झुन्डेर बस्ने हुदैन सबै तिर बराबर सोस्छ।नरम सुक्खा पनी राख्छ। नेपाली सामान हो। बिदेशी भन्दा नेपाली राम्रो भएपछि किन बिदेशी किन्नु। एक पटक प्रयोग गर्नु mamy poko pants बिर्सनु हुन्छ। म कुनै कम्पनीको मान्छे है स्वदेशी उन्पादन नै राम्रो भएर बयान गरेको हो। सस्तो पनि राम्रो पनि हाम्रो पनि।,Positive
Great product. Good quality. Same as I ordered. Loved it!,Positive
4 anteena raixa price pani sasto works fine thank you,Positive
"Good, best Qulylity nice,",Positive
"I received a defective product with broken zipper line. when i communicated with the seller regarding this matter, he asked me to dm me in the instagram. \nHe said he would replace the product but charge me Rs.120 extra for delevery. why should i pay extra for his own mistake sending me the defective product?\n\nProduct might be good but there is something called after sales service and customer care. im totally disappointed with the sellers communication",Negative
i am totally satisfied with this product at resonable price i love this and hope so mero vhada le ni man parauxa ❤☺️,Positive
good product,Positive
expired product😑,Negative
As expected! Thumbs up,Positive
awesome products thanks,Positive
good,Positive
Good one.,Positive
good product..satisfied..,Positive
i got the package...thank you.,Positive
awesome,Positive
I like this bag. It is good quality than other seller.,Positive
"Got the package, Thank you.",Positive
545 Rupee Liyer NA Ramamro Cover Pathaeko Chh\nMatra Chorne Kam Chh Yo,Negative
feels premium.recommended,Positive
cable working),Positive
Heavy,Negative
